Application mode,Application order,Course,Daytime/evening attendance,Previous qualification,Previous qualification (grade),,,,,,Admission grade,Displaced,Educational special needs,,,,,Age at enrollment,International,Curricular units 1st sem (credited),Curricular units 1st sem (enrolled),Curricular units 1st sem (evaluations),Curricular units 1st sem (approved),Curricular units 1st sem (grade),Curricular units 1st sem (without evaluations),Curricular units 2nd sem (credited),Curricular units 2nd sem (enrolled),Curricular units 2nd sem (evaluations),Curricular units 2nd sem (approved),Curricular units 2nd sem (grade),Curricular units 2nd sem (without evaluations),Unemployment rate,Inflation rate,GDP,target
1,4,9500,1,1,123,,,,,,113.6,1,0,,,,,21,0,0,7,8,7,14.69625,0,0,8,9,8,14.62222222,0,12.4,0.5,1.79,Graduate
1,1,9085,1,1,120,,,,,,113.4,0,0,,,,,18,0,0,6,14,4,11.5,0,0,6,17,3,13.75,0,11.1,0.6,2.02,Enrolled
17,3,9556,1,1,131,,,,,,128.5,0,0,,,,,18,0,0,7,9,7,12.85555556,0,0,8,8,8,13.9125,0,12.7,3.7,-1.7,Graduate
1,1,9500,1,1,141,,,,,,142.8,0,0,,,,,18,0,0,7,7,7,13.7,0,0,8,9,8,13.99444444,0,11.1,0.6,2.02,Graduate
1,1,9130,1,1,144,,,,,,137.7,0,0,,,,,23,0,0,5,9,0,0,3,1,5,10,1,12,3,10.8,1.4,1.74,Dropout
1,1,9238,1,1,107,,,,,,103.5,1,0,,,,,20,0,0,6,13,3,11.2,0,0,6,9,4,12,0,16.2,0.3,-0.92,Enrolled
1,1,9500,1,1,133,,,,,,123.2,0,0,,,,,18,0,0,7,7,7,13.28571429,0,0,8,9,8,13.33333333,0,16.2,0.3,-0.92,Graduate
17,2,9853,1,1,126,,,,,,126,1,0,,,,,19,0,0,6,9,5,13,0,0,6,8,5,10.4,0,7.6,2.6,0.32,Enrolled
39,1,9500,1,1,133.1,,,,,,121.7,0,0,,,,,27,0,0,7,8,6,12.6,0,0,7,9,6,11.68571429,0,12.4,0.5,1.79,Enrolled
17,1,9147,1,1,147,,,,,,142.8,1,0,,,,,19,0,0,5,5,5,12.8,0,0,5,5,4,12,0,11.1,0.6,2.02,Enrolled
43,1,9130,1,1,120,,,,,,120,1,0,,,,,21,0,0,6,14,5,11.5,1,0,6,13,5,11,1,15.5,2.8,-4.06,Dropout
18,1,9500,1,1,130,,,,,,119.3,1,0,,,,,19,0,0,8,8,7,11.4,0,0,8,8,7,11.4,0,10.8,1.4,1.74,Graduate
44,1,9238,1,1,120,,,,,,121,0,0,,,,,21,0,3,6,6,6,12.33333333,0,2,6,8,6,11.33333333,0,13.9,-0.3,0.79,Graduate
1,5,9773,1,1,138,,,,,,139.4,1,0,,,,,18,0,0,6,7,5,12.8,0,0,6,10,4,12.2,0,10.8,1.4,1.74,Graduate
17,1,9085,1,1,124,,,,,,113.9,1,0,,,,,20,0,0,5,8,5,12,1,0,5,8,4,15,1,12.7,3.7,-1.7,Graduate
1,1,9853,1,1,133,,,,,,124.6,1,0,,,,,18,0,0,6,8,5,13,0,0,6,9,5,13.5,0,9.4,-0.8,-3.12,Graduate
17,1,9070,1,1,122,,,,,,123.8,1,0,,,,,18,0,0,6,6,6,11.83333333,0,0,6,8,6,11,0,12.7,3.7,-1.7,Dropout
1,3,9085,1,1,138,,,,,,126.3,1,0,,,,,18,0,0,6,8,6,14,0,0,6,9,6,13.33333333,0,8.9,1.4,3.51,Graduate
17,4,9773,1,1,134,,,,,,120.4,1,0,,,,,18,0,0,6,6,6,12.33333333,0,0,6,6,6,13.5,0,16.2,0.3,-0.92,Graduate
1,3,9500,1,1,128,,,,,,120.5,1,0,,,,,19,0,0,7,10,5,13.04,0,0,7,7,7,12.5,0,12.4,0.5,1.79,Enrolled
53,1,9085,1,42,140,,,,,,144.9,1,0,,,,,23,0,7,11,18,11,13.16666667,0,4,9,15,8,13.33333333,0,8.9,1.4,3.51,Enrolled
39,1,9085,1,19,133.1,,,,,,139.9,1,0,,,,,24,0,1,6,7,6,12.5,0,0,6,11,6,12.83333333,0,8.9,1.4,3.51,Graduate
1,1,171,1,1,142,,,,,,133.3,1,0,,,,,19,0,0,0,0,0,0,0,0,0,0,0,0,0,10.8,1.4,1.74,Graduate
1,3,9500,1,1,141,,,,,,126,1,0,,,,,18,0,0,8,8,7,15.65714286,0,0,8,8,7,15.65714286,0,12.7,3.7,-1.7,Graduate
1,2,9070,1,1,145,,,,,,133.5,0,0,,,,,19,0,0,6,6,6,12.16666667,0,0,6,6,6,11.33333333,0,12.7,3.7,-1.7,Graduate
17,2,9853,1,1,145,,,,,,127.9,1,0,,,,,19,0,0,6,0,0,0,0,0,6,0,0,0,0,10.8,1.4,1.74,Dropout
1,1,9238,1,1,108,,,,,,105.9,0,0,,,,,20,0,0,6,11,5,10.6,0,0,6,9,5,11.16666667,0,11.1,0.6,2.02,Enrolled
1,1,9085,1,1,132,,,,,,124.3,0,0,,,,,20,0,0,6,10,6,13.42857143,0,0,6,11,5,12.66666667,0,13.9,-0.3,0.79,Enrolled
39,1,9773,1,1,140,,,,,,102.5,0,0,,,,,26,0,0,6,8,4,11.75,0,0,6,12,0,0,0,7.6,2.6,0.32,Dropout
39,1,9254,1,19,133.1,,,,,,97,0,0,,,,,36,0,0,5,10,0,0,0,0,5,5,0,0,0,15.5,2.8,-4.06,Dropout
17,1,171,1,1,128,,,,,,134.7,0,0,,,,,19,0,0,0,0,0,0,0,0,0,0,0,0,0,10.8,1.4,1.74,Dropout
42,1,9119,1,1,120,,,,,,113.8,0,0,,,,,27,0,0,5,0,0,0,0,0,5,0,0,0,0,15.5,2.8,-4.06,Dropout
1,4,9119,1,1,120,,,,,,116.9,0,0,,,,,18,0,0,5,9,1,13,0,0,5,5,0,0,0,8.9,1.4,3.51,Dropout
1,4,9500,1,1,139,,,,,,124,1,0,,,,,18,0,0,8,8,7,13.33142857,0,0,8,8,7,13.33142857,0,10.8,1.4,1.74,Graduate
39,1,9070,1,1,139.3,,,,,,117.5,0,0,,,,,28,0,0,6,0,0,0,0,0,6,0,0,0,0,12.4,0.5,1.79,Dropout
44,1,171,1,39,150,,,,,,154.8,1,0,,,,,21,0,0,0,0,0,0,0,0,0,0,0,0,0,12.4,0.5,1.79,Graduate
1,1,9500,1,1,138,,,,,,141,0,0,,,,,19,0,0,7,7,6,13.7,0,0,7,7,6,13.7,0,7.6,2.6,0.32,Graduate
39,1,9670,1,9,133.1,,,,,,120,0,0,,,,,26,0,0,5,5,0,0,0,0,5,5,0,0,5,9.4,-0.8,-3.12,Dropout
51,1,9119,1,1,136,,,,,,133.6,1,0,,,,,20,0,4,9,12,9,13.45454545,0,2,7,9,6,13.875,0,11.1,0.6,2.02,Dropout
1,6,9500,1,1,134,,,,,,122,1,0,,,,,19,0,0,8,8,7,12.2,0,0,8,8,7,12.2,0,12.7,3.7,-1.7,Graduate
1,1,9147,1,1,140,,,,,,120,1,0,,,,,21,0,0,5,8,3,10,0,0,5,10,4,11,0,12.7,3.7,-1.7,Dropout
53,1,9670,1,42,110,,,,,,114.2,0,0,,,,,23,0,0,6,7,5,13,0,0,6,7,6,12.85714286,0,8.9,1.4,3.51,Graduate
39,1,8014,0,38,133.1,,,,,,95.5,0,0,,,,,29,0,0,6,11,6,12,0,0,6,6,6,14,0,11.1,0.6,2.02,Graduate
1,1,9500,1,1,129,,,,,,120,0,0,,,,,20,0,0,8,8,7,15.02857143,0,0,8,8,7,15.02857143,0,12.7,3.7,-1.7,Graduate
1,1,9238,1,1,116,,,,,,111.1,0,0,,,,,18,0,0,6,8,6,12,0,0,6,7,6,11.71428571,0,15.5,2.8,-4.06,Graduate
1,1,9773,1,1,130,,,,,,128.6,1,0,,,,,19,0,0,6,8,5,12,0,0,6,8,5,12.4,0,9.4,-0.8,-3.12,Graduate
7,1,9556,1,3,130,,,,,,130,0,0,,,,,23,0,3,7,7,3,13.66666667,0,3,8,8,3,11.33333333,4,10.8,1.4,1.74,Dropout
1,1,171,1,1,116,,,,,,111.1,0,0,,,,,21,0,0,0,0,0,0,0,0,0,0,0,0,0,13.9,-0.3,0.79,Dropout
17,1,9147,1,1,136,,,,,,122.7,1,0,,,,,18,0,0,5,6,5,12,0,0,5,7,4,12.5,0,15.5,2.8,-4.06,Enrolled
1,1,171,1,1,147,,,,,,134.4,1,0,,,,,18,0,0,0,0,0,0,0,0,0,0,0,0,0,10.8,1.4,1.74,Graduate
1,5,9070,1,1,117,,,,,,131,1,0,,,,,21,0,0,6,6,1,14,0,0,6,7,0,0,7,9.4,-0.8,-3.12,Dropout
51,1,9238,1,1,141,,,,,,125,0,0,,,,,22,0,0,6,6,0,0,0,0,6,7,0,0,0,11.1,0.6,2.02,Dropout
18,1,9556,1,1,133.1,,,,,,106,1,0,,,,,21,0,0,7,8,7,12.375,0,0,7,11,5,12.58333333,0,8.9,1.4,3.51,Graduate
39,1,9500,1,1,133.1,,,,,,128,1,0,,,,,32,0,0,7,0,0,0,0,0,8,0,0,0,0,16.2,0.3,-0.92,Dropout
7,1,9003,1,3,120,,,,,,120,1,0,,,,,27,0,14,18,21,18,11.42105263,0,10,13,16,13,11.07692308,1,15.5,2.8,-4.06,Graduate
1,1,9500,1,1,148,,,,,,134.8,1,0,,,,,18,0,0,7,7,6,13.35,0,0,7,7,6,13.35,0,7.6,2.6,0.32,Graduate
39,1,9070,1,1,130,,,,,,112,1,0,,,,,24,0,0,6,6,6,15,0,0,6,6,2,16,0,15.5,2.8,-4.06,Graduate
1,1,9130,1,1,120,,,,,,116.1,1,0,,,,,22,0,0,5,9,2,10.5,0,0,5,5,0,0,0,12.7,3.7,-1.7,Dropout
43,1,9130,1,1,120,,,,,,120,1,0,,,,,22,0,0,6,0,0,0,0,0,4,6,0,0,2,10.8,1.4,1.74,Dropout
1,3,9147,1,1,133,,,,,,119.7,1,0,,,,,19,0,0,5,8,5,13.25,0,0,5,6,5,11.83333333,0,13.9,-0.3,0.79,Graduate
17,6,9119,1,1,129,,,,,,117.1,1,0,,,,,19,0,0,5,10,0,0,0,0,5,5,0,0,0,7.6,2.6,0.32,Dropout
1,2,9085,1,1,118,,,,,,112.4,1,0,,,,,21,0,0,5,7,4,11.5,0,0,5,15,3,10.6,4,10.8,1.4,1.74,Enrolled
1,2,9500,1,1,140,,,,,,131,1,0,,,,,18,0,0,8,8,8,13.88125,0,0,8,8,8,13.88125,0,9.4,-0.8,-3.12,Graduate
1,2,9254,1,1,127,,,,,,130.9,1,0,,,,,18,0,0,6,8,6,11.33333333,0,0,6,8,5,12.6,0,9.4,-0.8,-3.12,Graduate
1,1,171,1,1,131,,,,,,134.9,1,0,,,,,20,0,0,0,0,0,0,0,0,0,0,0,0,0,16.2,0.3,-0.92,Dropout
17,1,9238,1,1,132,,,,,,127.1,1,0,,,,,19,0,0,6,7,6,12.85714286,0,0,6,7,6,13.66666667,0,13.9,-0.3,0.79,Graduate
17,5,9773,1,1,113,,,,,,110.2,1,0,,,,,19,0,0,6,6,5,11.6,0,0,6,6,6,12.5,0,8.9,1.4,3.51,Graduate
17,1,9254,1,1,115,,,,,,108.7,1,0,,,,,18,0,0,6,9,5,11.4,0,0,6,6,6,11.33333333,0,12.4,0.5,1.79,Graduate
1,1,9130,1,1,133.1,,,,,,138,1,0,,,,,20,0,0,6,11,6,13.33333333,0,0,6,10,6,13,0,16.2,0.3,-0.92,Enrolled
44,1,9070,1,39,150,,,,,,147.7,0,0,,,,,22,0,2,7,7,7,13.57142857,0,5,9,9,9,13.77777778,0,12.4,0.5,1.79,Graduate
39,1,9556,1,19,133.1,,,,,,123,0,0,,,,,31,0,0,7,13,6,11.83333333,0,0,7,8,7,12.22857143,0,12.4,0.5,1.79,Graduate
17,1,9853,1,1,141,,,,,,142.8,0,0,,,,,19,0,0,7,7,7,14.42857143,0,0,7,7,7,14.14285714,0,16.2,0.3,-0.92,Graduate
1,2,171,1,1,140,,,,,,138.3,1,0,,,,,18,0,0,0,0,0,0,0,0,0,0,0,0,0,12.4,0.5,1.79,Enrolled
1,2,9254,1,1,136,,,,,,125.2,1,0,,,,,18,0,0,6,8,6,12.28571429,0,0,6,9,5,12.4,0,8.9,1.4,3.51,Graduate
1,1,9085,1,1,140,,,,,,141.8,0,0,,,,,21,0,0,5,7,5,14.4,0,0,5,5,5,13.8,0,7.6,2.6,0.32,Graduate
17,5,9500,1,1,143,,,,,,130.6,1,0,,,,,18,0,0,7,8,7,13.15,0,0,8,9,8,15.06875,0,13.9,-0.3,0.79,Graduate
44,1,9147,1,39,130,,,,,,130,0,0,,,,,25,1,0,5,6,0,0,0,0,5,5,0,0,0,15.5,2.8,-4.06,Dropout
15,1,9119,1,1,133.1,,,,,,100,0,0,,,,,21,1,0,5,5,0,0,0,0,6,8,0,0,0,11.1,0.6,2.02,Dropout
18,2,9500,1,1,129,,,,,,119,1,0,,,,,19,0,0,8,8,7,12.34285714,0,0,8,8,7,12.34285714,0,10.8,1.4,1.74,Graduate
1,2,9773,1,1,132,,,,,,124.3,1,0,,,,,19,0,0,6,6,5,12.2,0,0,6,7,5,10.8,0,10.8,1.4,1.74,Enrolled
17,1,9254,1,1,118,,,,,,122.2,1,0,,,,,22,0,0,6,10,4,10.5,0,0,6,14,1,11,0,7.6,2.6,0.32,Dropout
15,1,9147,1,1,150,,,,,,150,0,0,,,,,19,0,0,5,5,5,10.6,0,0,5,8,5,11.6,0,12.4,0.5,1.79,Graduate
39,1,8014,0,19,133.1,,,,,,135.5,0,0,,,,,58,0,0,6,6,0,0,0,0,6,6,0,0,0,11.1,0.6,2.02,Dropout
16,2,9238,1,1,122,,,,,,127.3,1,0,,,,,19,0,0,6,8,4,11.25,0,0,6,6,6,12,0,10.8,1.4,1.74,Graduate
43,1,9670,1,1,127,,,,,,127,1,0,,,,,23,1,3,9,11,6,10.5,0,4,10,10,10,11.7,0,9.4,-0.8,-3.12,Graduate
1,2,9773,1,1,122,,,,,,126.9,1,0,,,,,19,0,0,6,11,4,11,0,0,6,11,3,11.66666667,0,9.4,-0.8,-3.12,Enrolled
18,3,9500,1,1,131,,,,,,127.5,1,0,,,,,18,0,0,7,7,7,13.45714286,0,0,8,8,8,14.5125,0,13.9,-0.3,0.79,Graduate
1,2,9085,1,1,130,,,,,,122,0,0,,,,,20,0,0,5,6,5,12.6,0,0,5,8,4,12.33333333,0,7.6,2.6,0.32,Graduate
17,5,9085,1,1,130,,,,,,115.8,0,0,,,,,18,0,0,6,0,0,0,0,0,6,0,0,0,0,12.7,3.7,-1.7,Dropout
17,1,9670,1,1,130,,,,,,121.6,0,0,,,,,18,0,0,6,6,6,13.66666667,0,0,6,8,5,13.6,0,8.9,1.4,3.51,Graduate
17,4,9147,1,1,122,,,,,,116.4,1,0,,,,,18,0,0,5,5,5,11.6,0,0,5,5,5,11.8,0,11.1,0.6,2.02,Graduate
39,1,9130,1,1,114,,,,,,120,0,0,,,,,24,0,0,6,9,6,12.57142857,0,0,6,10,5,12.83333333,0,11.1,0.6,2.02,Dropout
17,4,9853,1,1,143,,,,,,127.3,1,0,,,,,18,0,0,6,7,5,11.8,0,0,6,7,5,11.4,0,10.8,1.4,1.74,Dropout
1,3,9147,1,1,127,,,,,,123.5,1,0,,,,,19,0,0,5,5,5,11.6,0,0,5,11,3,12.66666667,0,9.4,-0.8,-3.12,Enrolled
17,3,9238,1,1,141,,,,,,125.6,1,0,,,,,19,0,0,6,8,6,11.33333333,0,0,6,6,6,11.83333333,0,8.9,1.4,3.51,Graduate
1,1,9254,1,1,129,,,,,,118.5,1,0,,,,,18,0,0,6,6,6,10.66666667,0,0,6,6,6,11.5,0,7.6,2.6,0.32,Graduate
1,2,9130,1,1,140,,,,,,129.5,1,0,,,,,18,0,0,5,10,4,13.5,1,0,5,5,5,13.4,0,12.7,3.7,-1.7,Enrolled
1,1,171,1,1,137,,,,,,134.6,1,0,,,,,19,0,0,0,0,0,0,0,0,0,0,0,0,0,10.8,1.4,1.74,Graduate
44,1,9085,1,1,140,,,,,,140,0,0,,,,,22,0,2,6,9,6,13.33333333,0,1,6,9,4,11.5,0,13.9,-0.3,0.79,Graduate
1,1,9254,1,1,143,,,,,,133.2,1,0,,,,,19,0,0,6,9,5,13.4,0,0,6,16,2,13.5,0,10.8,1.4,1.74,Enrolled
17,1,9238,1,1,138,,,,,,133.5,1,0,,,,,21,0,0,6,8,3,10.2,0,0,6,13,4,12.25,0,12.7,3.7,-1.7,Enrolled
17,1,9773,1,1,120,,,,,,117.9,1,0,,,,,21,0,0,6,6,5,13,0,0,6,7,6,12.83333333,0,8.9,1.4,3.51,Graduate
1,3,9500,1,1,144,,,,,,128,1,0,,,,,18,0,0,8,11,7,12.90857143,0,0,8,11,7,12.90857143,0,10.8,1.4,1.74,Graduate
1,5,9853,1,1,123,,,,,,113.2,1,0,,,,,20,0,0,6,12,4,12,0,0,6,11,1,10,0,10.8,1.4,1.74,Dropout
1,3,9254,1,1,129,,,,,,122,1,0,,,,,18,0,0,6,9,6,10.83333333,0,0,6,8,5,11,0,7.6,2.6,0.32,Enrolled
16,3,9070,1,1,152,,,,,,156.9,1,0,,,,,19,0,0,6,6,6,15.33333333,0,0,6,9,6,15.83333333,0,12.7,3.7,-1.7,Graduate
1,2,9500,1,1,130,,,,,,125.1,1,0,,,,,18,0,0,7,9,6,12.81666667,0,0,8,11,6,12.875,0,11.1,0.6,2.02,Enrolled
15,1,9147,1,1,133.1,,,,,,100,0,0,,,,,26,1,6,7,7,6,13,0,2,6,6,2,14,0,11.1,0.6,2.02,Dropout
15,1,9119,1,1,160,,,,,,160,0,0,,,,,19,1,0,6,11,2,13.5,1,0,5,11,2,11,0,8.9,1.4,3.51,Enrolled
39,1,8014,0,1,140,,,,,,101,0,0,,,,,35,0,0,6,7,6,12.5,0,0,6,6,6,12.16666667,0,15.5,2.8,-4.06,Graduate
18,1,9670,1,1,133,,,,,,121.5,1,0,,,,,19,0,0,6,7,6,13,0,0,6,6,6,14.33333333,0,12.4,0.5,1.79,Graduate
1,1,9085,1,1,138,,,,,,126.8,1,0,,,,,18,0,0,5,6,4,11.75,0,0,5,10,5,12.57142857,1,10.8,1.4,1.74,Graduate
1,5,9670,1,1,142,,,,,,132.9,0,0,,,,,19,0,0,5,5,4,12.5,0,0,5,5,4,14.25,0,7.6,2.6,0.32,Graduate
1,1,171,1,1,115,,,,,,134.3,1,0,,,,,25,0,16,17,19,17,11.61111111,0,14,17,22,17,12.05555556,0,12.4,0.5,1.79,Graduate
17,6,9254,1,1,125,,,,,,120.5,1,0,,,,,18,0,0,6,6,6,14,0,0,6,6,6,14.66666667,0,11.1,0.6,2.02,Graduate
17,1,9003,1,1,170,,,,,,144.1,1,0,,,,,26,0,0,6,8,0,0,0,0,6,10,0,0,0,16.2,0.3,-0.92,Dropout
43,1,9991,0,1,140,,,,,,100,0,0,,,,,34,0,0,5,5,5,13.8,0,0,5,6,5,13.83333333,0,9.4,-0.8,-3.12,Graduate
1,2,9254,1,1,110,,,,,,114.8,1,0,,,,,18,0,0,5,6,0,0,0,0,5,5,0,0,0,12.7,3.7,-1.7,Dropout
1,1,171,1,1,114,,,,,,111.9,0,0,,,,,18,0,0,0,0,0,0,0,0,0,0,0,0,0,9.4,-0.8,-3.12,Dropout
17,3,9119,1,1,138,,,,,,125.4,1,0,,,,,18,0,0,5,9,4,12.25,0,0,5,9,3,12.33333333,0,8.9,1.4,3.51,Dropout
44,1,9003,1,39,140,,,,,,140,0,0,,,,,20,0,0,6,12,3,11.5,0,0,6,12,3,13.66666667,0,12.4,0.5,1.79,Dropout
44,1,9070,1,39,140,,,,,,140,0,0,,,,,25,0,2,7,9,6,12.57142857,0,5,9,9,9,12.55555556,0,16.2,0.3,-0.92,Graduate
17,1,9130,1,1,132,,,,,,127.8,0,0,,,,,18,0,0,6,9,6,12,0,0,6,10,5,12.16666667,0,11.1,0.6,2.02,Dropout
1,1,9003,1,1,148,,,,,,131.6,1,0,,,,,19,0,8,12,17,11,12,2,4,12,21,12,12.30769231,0,15.5,2.8,-4.06,Graduate
1,1,171,1,1,132,,,,,,119.4,1,0,,,,,20,0,0,0,0,0,0,0,0,0,0,0,0,0,10.8,1.4,1.74,Dropout
18,2,9238,1,1,126,,,,,,129.9,1,0,,,,,20,0,1,7,9,6,12,0,2,6,6,6,11.16666667,0,10.8,1.4,1.74,Graduate
1,1,9119,1,1,121,,,,,,114,0,0,,,,,20,0,0,5,9,4,11.6,0,0,5,7,4,12.25,2,7.6,2.6,0.32,Enrolled
1,2,9147,1,1,120,,,,,,113.4,1,0,,,,,19,0,0,5,5,0,0,0,0,5,5,0,0,0,11.1,0.6,2.02,Dropout
1,1,9147,1,1,123,,,,,,117.8,0,0,,,,,20,0,0,5,9,5,12,0,0,5,9,4,13,0,8.9,1.4,3.51,Enrolled
1,6,9500,1,1,122,,,,,,114.3,1,0,,,,,18,0,0,7,8,6,13.97666667,0,0,8,12,6,12.04166667,1,11.1,0.6,2.02,Enrolled
1,1,9670,1,1,136,,,,,,129.7,1,0,,,,,19,0,0,6,10,4,12.5,0,0,6,12,1,10,3,16.2,0.3,-0.92,Enrolled
18,1,9147,1,1,119,,,,,,112,1,0,,,,,20,0,0,5,5,0,0,0,0,5,0,0,0,0,9.4,-0.8,-3.12,Dropout
39,1,9670,1,1,120,,,,,,140,0,0,,,,,24,0,0,6,15,4,10.5,0,0,6,16,4,12.5,0,15.5,2.8,-4.06,Dropout
44,1,9003,1,39,150,,,,,,150,1,0,,,,,20,0,0,6,8,5,12.85714286,0,0,6,11,6,12.3,0,16.2,0.3,-0.92,Graduate
1,3,9670,1,1,121,,,,,,122.4,1,0,,,,,19,0,0,5,7,3,11.66666667,0,0,5,5,4,12,0,9.4,-0.8,-3.12,Enrolled
51,1,9119,1,1,140,,,,,,150,0,0,,,,,23,0,0,5,7,2,13,0,0,5,11,1,10,0,8.9,1.4,3.51,Dropout
17,2,9254,1,1,135,,,,,,135,1,0,,,,,20,0,0,6,8,6,11.83333333,0,0,6,9,5,10.4,0,7.6,2.6,0.32,Enrolled
43,4,8014,0,1,116,,,,,,116.2,0,0,,,,,21,0,9,11,11,11,12.45454545,0,3,11,17,8,12.75,0,9.4,-0.8,-3.12,Graduate
17,2,9119,1,1,120,,,,,,120.4,1,0,,,,,20,0,0,5,6,3,11,0,0,5,6,0,0,0,10.8,1.4,1.74,Dropout
17,5,9119,1,1,126,,,,,,122.9,1,0,,,,,21,0,0,5,10,4,13.2,0,0,5,7,4,14.25,2,7.6,2.6,0.32,Enrolled
1,1,9773,1,1,170,,,,,,155,0,0,,,,,18,0,0,6,6,6,15.5,0,0,6,6,6,14.16666667,0,11.1,0.6,2.02,Graduate
1,3,9254,1,1,123,,,,,,123.4,1,0,,,,,18,0,0,6,8,6,12.33333333,0,0,6,6,6,13.66666667,0,11.1,0.6,2.02,Graduate
17,1,9147,1,1,120,,,,,,124.2,1,0,,,,,18,0,0,5,13,5,12,0,0,5,9,4,11.4,0,13.9,-0.3,0.79,Enrolled
44,1,9003,1,39,130,,,,,,130,1,0,,,,,20,0,0,6,12,4,11.6,0,0,6,11,5,11.5,0,15.5,2.8,-4.06,Enrolled
17,1,9773,1,1,130,,,,,,126.2,0,0,,,,,18,0,0,6,7,6,11.33333333,0,0,6,8,6,12.28571429,0,16.2,0.3,-0.92,Graduate
17,1,9773,1,1,117,,,,,,120.5,1,0,,,,,19,0,0,6,12,0,0,1,0,6,0,0,0,0,9.4,-0.8,-3.12,Dropout
17,1,9119,1,1,131,,,,,,123.7,1,0,,,,,20,0,0,5,7,4,12,0,0,5,8,2,12.5,0,10.8,1.4,1.74,Enrolled
17,1,9130,1,1,130,,,,,,122.5,0,0,,,,,19,0,0,5,11,4,12,1,0,5,9,5,12.6,0,9.4,-0.8,-3.12,Graduate
39,1,9991,0,1,133,,,,,,139.2,1,0,,,,,33,0,0,5,11,2,12.5,0,0,5,9,2,11.5,1,12.7,3.7,-1.7,Dropout
51,1,171,1,1,128,,,,,,131.2,1,0,,,,,21,0,6,12,12,12,13.66666667,0,4,11,16,11,13,0,8.9,1.4,3.51,Graduate
39,1,9003,1,1,133.1,,,,,,120,0,0,,,,,25,0,0,6,17,2,14.5,2,0,6,13,0,0,1,15.5,2.8,-4.06,Dropout
1,1,9085,1,1,123,,,,,,116.7,1,0,,,,,20,0,0,6,10,4,13.2,0,0,6,8,0,0,0,12.4,0.5,1.79,Dropout
53,1,9085,1,42,150,,,,,,150,1,0,,,,,22,0,1,7,11,5,12.16666667,0,4,8,14,5,14.8,0,8.9,1.4,3.51,Dropout
39,1,9773,1,19,133.1,,,,,,117.5,0,0,,,,,39,0,0,6,10,4,11.25,0,0,6,6,6,11.33333333,0,10.8,1.4,1.74,Graduate
1,2,9670,1,1,140,,,,,,137.6,1,0,,,,,21,0,0,6,8,6,15.16666667,0,0,6,7,6,14.42857143,0,8.9,1.4,3.51,Graduate
17,1,9254,1,1,126,,,,,,124.3,0,0,,,,,19,0,0,6,8,6,11.16666667,0,0,6,7,4,13.4,0,16.2,0.3,-0.92,Graduate
39,1,9500,1,19,133.1,,,,,,116,0,0,,,,,26,0,0,7,8,6,10.98333333,0,0,7,8,6,10.98333333,0,7.6,2.6,0.32,Graduate
18,2,9238,1,1,121,,,,,,121.4,1,0,,,,,19,0,0,6,8,4,10.75,0,0,6,11,5,11.5,0,15.5,2.8,-4.06,Graduate
53,1,9085,1,42,140,,,,,,142.8,1,0,,,,,20,0,7,12,15,11,13.38461538,0,4,9,13,7,14.28571429,0,8.9,1.4,3.51,Graduate
17,1,9670,1,1,133.1,,,,,,96,1,0,,,,,25,0,0,6,8,6,11.28571429,0,0,6,10,5,12.2,0,15.5,2.8,-4.06,Enrolled
43,1,8014,0,1,131,,,,,,125,0,0,,,,,24,0,0,6,13,0,0,3,0,6,6,0,0,0,16.2,0.3,-0.92,Dropout
17,6,9119,1,1,124,,,,,,126.1,1,0,,,,,20,0,0,5,7,4,13,0,0,5,9,5,14.83333333,3,7.6,2.6,0.32,Graduate
39,1,9003,1,1,120,,,,,,155.8,0,0,,,,,29,0,0,6,9,6,16.11111111,0,0,6,7,6,13.5,0,13.9,-0.3,0.79,Graduate
1,1,9773,1,1,133.1,,,,,,116,0,0,,,,,20,0,0,6,8,6,11.5,0,0,6,8,6,11,0,16.2,0.3,-0.92,Graduate
44,1,9130,1,39,110,,,,,,110,1,0,,,,,20,0,0,6,15,4,10.75,0,0,6,12,2,10.5,0,13.9,-0.3,0.79,Dropout
39,1,9670,1,19,133.1,,,,,,97.2,1,0,,,,,24,0,0,6,10,4,11.6,0,0,6,8,5,13,0,11.1,0.6,2.02,Graduate
39,1,9500,1,19,133.1,,,,,,100,0,0,,,,,24,0,0,7,21,0,0,3,0,7,7,0,0,0,16.2,0.3,-0.92,Dropout
7,1,9119,1,40,140,,,,,,140,0,0,,,,,23,0,0,5,5,5,13.8,0,0,5,7,5,14.14285714,0,11.1,0.6,2.02,Graduate
43,1,9556,1,1,130,,,,,,128,1,0,,,,,20,0,0,7,8,7,13.58571429,0,0,8,8,8,14.6875,0,15.5,2.8,-4.06,Graduate
17,2,9670,1,1,110,,,,,,115.3,1,0,,,,,19,0,0,6,8,6,13.85714286,0,0,6,8,5,13,0,15.5,2.8,-4.06,Graduate
39,1,9003,1,1,140,,,,,,150,0,0,,,,,28,0,0,6,12,5,12,0,0,6,10,6,12.33333333,0,11.1,0.6,2.02,Enrolled
44,1,9003,1,39,160,,,,,,160,1,0,,,,,20,0,0,6,9,6,13.44444444,0,0,6,9,5,12.6,0,13.9,-0.3,0.79,Graduate
1,1,9070,1,1,138,,,,,,133.1,0,0,,,,,18,0,0,6,6,6,14,0,0,6,7,6,13.85714286,0,8.9,1.4,3.51,Graduate
